============================== SRIM-2008.04 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  H (01)   Ion Mass= 001.0080
Energy  = 4730630.E-03 keV
0004646   1.7729E+06 -3.3839E+04  1.2787E+04
0004647   1.7522E+06 -2.7283E+04  3.3494E+04
0004648   1.6996E+06 -1.7711E+04  8.1985E+03
0004649   1.7619E+06 -5.7754E+03  8.9557E+04
0004650   1.7961E+06 -2.1780E+04  2.9250E+04
0004651   1.7953E+06 -6.9168E+03  4.1020E+04
0004652   1.7328E+06 -2.7968E+04 -5.0727E+03
0004653   1.7740E+06  1.2965E+03  5.8971E+04
0004654   1.7163E+06  2.1044E+04 -7.5498E+04
0004655   1.7810E+06 -4.7292E+04 -3.5387E+04
0004656   1.7051E+06  8.0811E+04  3.5074E+04
0004657   1.7070E+06  8.3383E+04  6.5083E+03
0004658   1.7570E+06 -1.0529E+04  3.6171E+04
0004659   1.7957E+06 -7.6489E+03  3.9368E+03
0004660   1.7140E+06 -6.8885E+04 -4.1901E+04
0004661   1.7023E+06 -1.2456E+04 -1.1471E+05
0004662   1.6968E+06 -2.4186E+03 -4.2378E+04
0004663   1.7109E+06  8.9184E+04 -5.8402E+03
0004664   1.7287E+06 -4.7252E+04 -8.0974E+04
0004665   1.7470E+06 -1.2248E+04 -6.4372E+04
0004666   1.7159E+06 -2.2244E+04  1.2613E+05
0004667   1.7188E+06  3.1938E+04 -6.2240E+04
0004668   1.7505E+06  8.0195E+03 -2.2995E+03
0004669   1.7297E+06  3.8752E+04  4.5691E+03
0004670   1.7012E+06 -1.0575E+05  8.5802E+04
0004671   1.7372E+06 -1.3089E+05 -2.2755E+03
0004672   1.7359E+06  1.7912E+05  2.9572E+04
0004673   1.7536E+06  1.0505E+04  8.0496E+03
0004674   1.7670E+06 -3.2094E+04 -1.5124E+04
0004675   1.7263E+06  1.5954E+05 -3.2695E+04
0004676   1.7374E+06  7.6842E+03  1.7325E+04
0004677   1.7177E+06  6.7054E+04 -2.3615E+04
0004678   1.6834E+06  3.2084E+04  6.1230E+03
0004679   1.6922E+06  2.7754E+05 -1.2282E+05
0004680   1.6887E+06  1.2763E+04  2.9963E+04
0004681   1.7060E+06  7.4682E+04 -1.0522E+05
0004682   1.7267E+06  1.1959E+04  7.3812E+04
0004683   1.6832E+06 -4.7176E+04  3.8497E+04
0004684   1.7035E+06  4.8508E+04 -3.0397E+04
0004685   1.7307E+06  6.4359E+04  1.0963E+05
0004686   1.7276E+06 -1.0373E+04 -3.2458E+03
0004687   1.6683E+06  4.5068E+04 -5.3869E+03
0004688   1.6989E+06 -9.3553E+04 -1.3370E+05
0004689   1.7282E+06  2.3168E+04  6.2500E+04
0004690   1.7168E+06  7.0456E+04  3.2683E+04
0004691   1.7057E+06 -4.8679E+04 -2.7664E+04
0004692   1.7173E+06  3.3470E+04  9.7988E+03
0004693   1.7479E+06 -9.2729E+04  1.4521E+05
0004694   1.7222E+06  2.6369E+04  1.3274E+04
0004695   1.7510E+06 -7.0456E+04  3.9639E+04
0004696   1.7599E+06 -7.2355E+04  9.2305E+03
0004697   1.7102E+06  1.8065E+04 -2.3570E+05
0004698   1.6999E+06  1.1701E+04  9.3410E+04
0004699   1.7048E+06  4.2817E+04  1.0431E+05
0004700   1.7459E+06 -1.9813E+04 -1.2766E+04
0004701   1.7562E+06 -1.4759E+04  5.4983E+03
0004702   1.7279E+06  8.6686E+03 -4.1038E+04
0004703   1.7575E+06  4.7831E+04 -1.4792E+04
0004704   1.7895E+06  6.7223E+04  5.1595E+04
0004705   1.7560E+06  2.6172E+04 -9.9977E+04
0004706   1.7381E+06 -2.3140E+04  1.3246E+04
0004707   1.7266E+06  1.4878E+04  1.6176E+04
0004708   1.7033E+06 -3.2549E+04 -1.6466E+05
0004709   1.7349E+06  1.0780E+05 -4.3534E+03
0004710   1.7661E+06 -2.7809E+04 -2.1054E+04
0004711   1.7170E+06  8.0521E+04 -6.4669E+03
0004712   1.7576E+06  8.1041E+04 -7.3868E+04
0004713   1.7615E+06  3.3664E+04  8.1759E+04
0004714   1.7367E+06  2.5872E+04 -3.5451E+04
0004715   1.7800E+06  6.5907E+04  4.5204E+04
0004716   1.7233E+06  9.8037E+04  2.4561E+03
0004717   1.7421E+06 -4.6339E+04  3.2652E+04
0004718   1.7521E+06  4.2904E+04  5.3946E+02
0004719   1.7354E+06 -2.9783E+04 -1.0407E+04
0004720   1.7399E+06 -4.1607E+04  2.6790E+04
0004721   1.7021E+06 -7.9763E+03  5.1972E+04
0004722   1.7813E+06 -1.2330E+05 -8.3344E+03
0004723   1.7052E+06 -2.2408E+04 -6.6405E+04
0004724   1.7241E+06 -4.2017E+04 -3.2639E+04
0004725   1.7199E+06  3.2750E+04  1.8080E+03
0004726   1.7583E+06 -6.8879E+04  8.7525E+04
0004727   1.7588E+06  2.8461E+04  9.3361E+04
0004728   1.7205E+06 -2.2147E+04 -2.4264E+03
0004729   1.7967E+06  2.7670E+04 -3.0220E+03
0004730   1.7338E+06  3.8637E+04 -1.1653E+04
0004731   1.7435E+06 -1.1882E+04  2.2250E+04
0004732   1.7644E+06 -1.4498E+05 -3.9620E+04
0004733   1.7324E+06 -2.4260E+05  8.0593E+04
0004734   1.7778E+06 -7.0426E+04 -5.0461E+04
0004735   1.7721E+06 -1.2602E+05 -1.2655E+04
0004736   1.7418E+06  6.2562E+04  3.9055E+04
0004737   1.7305E+06  3.0786E+04  1.0818E+05
0004738   1.7314E+06 -8.8179E+04  2.0793E+04
0004739   1.7561E+06 -7.4184E+04  1.5770E+03
0004740   1.7053E+06 -1.4012E+04 -4.4087E+04
0004741   1.7528E+06  3.3290E+04  3.4496E+04
0004742   1.5841E+06  1.2345E+04 -4.4909E+05
0004743   1.6900E+06  1.4719E+04  2.6777E+04
0004744   1.7203E+06 -3.6673E+04 -1.7279E+04
0004745   1.7110E+06  7.2858E+04  1.2402E+04
0004746   1.7170E+06  1.2881E+03  6.9406E+03
0004747   1.7376E+06 -3.9693E+04 -7.9708E+04
0004748   1.7701E+06  2.6771E+04 -5.3853E+03
0004749   1.7379E+06  3.3479E+04 -2.6847E+03
0004750   1.7275E+06 -7.1613E+04 -2.3723E+04
0004751   1.6688E+06  2.7745E+04  2.0125E+04
0004752   1.7081E+06  5.3616E+04 -5.5881E+04
0004753   1.7545E+06  5.9663E+04  2.6389E+04
0004754   1.7404E+06 -7.0846E+04 -1.0388E+03
0004755   1.7322E+06 -3.1118E+04  1.0739E+05
0004756   1.7371E+06  2.6254E+04 -1.2646E+04
0004757   1.6983E+06 -1.2291E+04  3.3472E+04
0004758   1.7264E+06  1.1682E+04 -3.3170E+04
0004759   1.7478E+06 -4.1604E+04 -1.2553E+04
0004760   1.7435E+06  1.3100E+04  1.2962E+04
0004761   1.7334E+06 -3.9784E+03 -8.2190E+03
0004762   1.7063E+06 -4.5197E+04  3.7659E+04
0004763   1.7086E+06  3.6668E+04  7.9809E+03
0004764   1.6760E+06 -9.9066E+03  6.2667E+04
0004765   1.7210E+06  2.7860E+03  3.3270E+04
0004766   1.7404E+06  2.3149E+04  1.3224E+04
0004767   1.7927E+06 -6.4778E+03  4.1212E+04
0004768   1.6729E+06 -6.4822E+04 -4.6412E+04
0004769   1.7283E+06 -7.3279E+03  1.4028E+04
0004770   1.7415E+06  8.7068E+04  8.1706E+04
0004771   1.7118E+06 -2.1924E+04 -4.3356E+04
0004772   1.7418E+06 -1.3547E+03  5.5301E+03
0004773   1.7783E+06 -1.1452E+04 -1.8395E+04
0004774   1.7314E+06 -8.4513E+04 -3.0272E+04
0004775   1.7733E+06 -4.2452E+04 -2.4371E+04
0004776   1.7394E+06 -1.0199E+05 -1.2661E+04
0004777   1.7238E+06 -2.6504E+04 -6.3274E+04
0004778   1.7265E+06  2.0306E+04 -3.2053E+04
0004779   1.7400E+06  4.4986E+04  4.4664E+04
0004780   1.7100E+06 -5.7419E+03 -4.4732E+04
0004781   1.7368E+06  1.2090E+05  2.9810E+04
0004782   1.7388E+06  2.1628E+04  7.2148E+04
0004783   1.7328E+06  1.0367E+05  5.0280E+04
0004784   1.7062E+06  4.3385E+04  1.0109E+05
0004785   1.7117E+06  2.0753E+03  5.4792E+04
0004786   1.7081E+06  7.0615E+04  6.0379E+04
0004787   1.7403E+06  5.1135E+04 -1.6182E+04
0004788   1.7565E+06  6.4370E+04 -2.8331E+04
0004789   1.7584E+06  2.9062E+04 -8.2809E+03
0004790   1.7650E+06  6.7680E+02  2.5534E+03
0004791   1.7043E+06 -9.6539E+04  7.4394E+04
0004792   1.7607E+06  6.3447E+03 -2.9984E+03
0004793   1.7438E+06  6.3834E+04  9.2518E+04
0004794   1.7310E+06  6.4948E+04 -9.4610E+03
0004795   1.7606E+06  6.1297E+04 -1.0720E+04
0004796   1.7090E+06 -5.2043E+03  2.8362E+03
0004797   1.7555E+06 -7.7616E+03  3.0709E+04
0004798   1.7314E+06 -9.1099E+04 -4.0805E+04
0004799   1.6811E+06 -5.8690E+04 -4.1627E+03
0004800   1.7532E+06  3.4986E+04 -5.4764E+04
0004801   1.7264E+06 -5.7809E+03  2.8495E+04
0004802   1.7378E+06  1.7052E+04  3.3859E+04
0004803   1.7662E+06 -5.0547E+04 -3.2149E+04
0004804   1.7339E+06  3.6288E+04  1.1579E+05
0004805   1.7543E+06  5.7890E+03 -1.1126E+04
0004806   1.7518E+06  1.0482E+05  2.3643E+04
0004807   1.7223E+06 -2.7970E+04 -1.7087E+05
0004808   1.7598E+06 -9.2985E+03 -4.1994E+04
0004809   1.7622E+06 -1.1360E+04 -1.5286E+04
0004810   1.7362E+06 -9.5301E+04  3.8420E+04
0004811   1.7288E+06 -1.2867E+05  1.1481E+04
0004812   1.7625E+06 -4.9282E+04 -5.0766E+03
0004813   1.7660E+06 -3.7372E+04  1.0516E+02
0004814   1.7628E+06 -5.3852E+04  3.5555E+04
0004815   1.7794E+06 -9.4871E+04  1.2707E+05
0004816   1.7097E+06 -4.0470E+04  5.5194E+03
0004817   1.7309E+06  1.0704E+05  9.6786E+03
0004818   1.7409E+06 -5.0897E+03 -6.1971E+04
0004819   1.7527E+06  1.2815E+04  4.9708E+03
0004820   1.7873E+06  1.1500E+03 -5.5789E+04
0004821   1.7674E+06 -1.1377E+04 -2.9974E+04
0004822   1.6927E+06 -2.9578E+04 -6.1338E+04
0004823   1.7341E+06  4.0431E+04 -1.6926E+05
0004824   1.7249E+06 -4.1593E+04 -2.6034E+04
0004825   1.7307E+06 -2.8990E+04  8.0113E+03
0004826   1.7418E+06  4.5014E+04 -9.3330E+03
0004827   1.7456E+06  1.5693E+04  7.5112E+03
0004828   1.7404E+06  1.7004E+04 -4.7579E+04
0004829   1.7472E+06  1.5859E+04  6.2283E+04
0004830   1.7458E+06  6.8306E+04  9.1854E+04
0004831   1.7130E+06  1.1964E+05  7.0065E+04
0004832   1.7622E+06  3.7141E+04  2.0921E+04
0004833   1.7730E+06 -3.3932E+04  1.3166E+04
0004834   1.7617E+06  1.3640E+04 -5.9881E+04
0004835   1.7180E+06  1.1025E+05 -1.4004E+05
0004836   1.7248E+06 -2.6575E+04  1.3024E+03
0004837   1.7305E+06  6.4360E+03  4.0050E+04
0004838   1.7829E+06  4.0596E+04  6.3751E+04
0004839   1.7366E+06 -1.9156E+04  1.9198E+04
0004840   1.6958E+06 -3.5092E+03  1.3001E+05
0004841   1.7196E+06 -7.3186E+03 -9.6045E+04
0004842   1.7221E+06 -3.6819E+04  2.4905E+04
0004843   1.7531E+06  1.3741E+05  2.5351E+04
0004844   1.6848E+06 -2.5062E+04 -4.5224E+04
0004845   1.7651E+06 -8.5240E+04  5.1769E+03
0004846   1.7202E+06 -5.3821E+04  9.1683E+03
0004847   1.8000E+06 -2.7654E+04 -8.7536E+04
0004848   1.7476E+06  1.4491E+04  4.1607E+04
0004849   1.7765E+06 -5.3295E+04 -8.2802E+04
0004850   1.7352E+06 -2.5319E+03 -4.1705E+04
0004851   1.7173E+06  1.0528E+05 -6.8970E+04
0004852   1.7312E+06 -3.0027E+04  4.8517E+04
0004853   1.6996E+06 -1.2052E+05 -2.9050E+04
0004854   1.7317E+06  3.9247E+04  2.1369E+04
0004855   1.7793E+06 -5.4848E+04  2.1480E+04
0004856   1.7264E+06  8.6039E+03  1.5195E+02
0004857   1.7096E+06 -8.5218E+04 -6.8195E+04
0004858   1.7266E+06  3.3512E+04  1.4097E+05
0004859   1.7915E+06  4.4664E+03  1.5560E+04
0004860   1.7340E+06  7.8414E+04  5.4182E+04
0004861   1.7357E+06  3.5919E+04  7.8394E+04
0004862   1.7408E+06  4.2597E+04  1.5542E+04
0004863   1.7411E+06 -4.4650E+04 -2.5032E+04
0004864   1.7356E+06 -5.4894E+04  1.1088E+05
0004865   1.7429E+06  4.7222E+04  1.4547E+03
0004866   1.7609E+06  6.7747E+04 -3.3080E+04
0004867   1.7566E+06  1.3463E+05 -3.4574E+04
0004868   1.7958E+06 -4.4990E+04  1.8778E+04
0004869   1.6708E+06 -1.2088E+04 -5.8238E+03
0004870   1.7341E+06  1.8724E+04 -5.7986E+03
0004871   1.7609E+06 -3.3107E+04  2.3436E+04
0004872   1.7413E+06  3.5788E+04 -1.7532E+05
0004873   1.7211E+06 -1.3348E+04  1.2854E+04
0004874   1.7535E+06  2.5606E+04  3.2152E+03
0004875   1.7245E+06 -4.1758E+04  2.3885E+04
0004876   1.7258E+06 -1.4888E+05  6.1166E+04
0004877   1.7268E+06 -4.2204E+04 -4.4845E+04
0004878   1.7310E+06 -6.7311E+04  2.2282E+04
0004879   1.6980E+06  6.4692E+04 -1.6989E+04
0004880   1.7176E+06 -6.9028E+04 -1.7751E+04
0004881   1.7239E+06 -1.1623E+04  7.2369E+04
0004882   1.7424E+06  5.1251E+04 -3.3999E+04
0004883   1.7104E+06 -3.3335E+04  9.6417E+04
0004884   1.6874E+06  4.8591E+04  1.3607E+05
0004885   1.7328E+06  2.1722E+04 -8.4661E+03
0004886   1.7589E+06  8.3109E+04 -1.4923E+04
0004887   1.7301E+06 -5.2856E+02 -5.9151E+03
0004888   1.7286E+06  2.5020E+04  1.2732E+04
0004889   1.7283E+06 -2.5253E+04  1.9217E+04
0004890   1.7190E+06  3.5327E+04 -1.1531E+03
0004891   1.7311E+06 -6.1908E+04 -9.4981E+03
0004892   1.7501E+06 -4.4748E+04  7.6470E+04
0004893   1.7321E+06 -9.4292E+04  2.2061E+04
0004894   1.7498E+06 -8.1100E+04  3.4310E+04
0004895   1.7357E+06 -1.0378E+05 -7.0018E+04
0004896   1.7306E+06 -3.5760E+04 -4.9411E+04
0004897   1.7802E+06  1.1143E+04 -1.3456E+04
0004898   1.7813E+06 -1.4645E+04  2.7401E+04
0004899   1.7227E+06  6.2732E+04  7.5399E+04
0004900   1.7007E+06  7.3794E+04 -6.0738E+04
0004901   1.7419E+06 -4.9083E+04 -3.9501E+04
0004902   1.7355E+06 -2.3531E+04  5.2146E+04
0004903   1.7618E+06  5.0810E+04  3.2473E+04
0004904   1.7245E+06 -1.0390E+04  6.1857E+03
0004905   1.7341E+06  9.4991E+03  7.3335E+03
0004906   1.5630E+06  2.5205E+05  1.4104E+05
0004907   1.7134E+06 -4.8173E+04  1.8564E+04
0004908   1.7190E+06  3.6316E+04  6.3431E+03
0004909   1.7274E+06  4.1144E+04  8.9417E+04
0004910   1.7322E+06 -2.6007E+04 -6.7105E+04
0004911   1.6938E+06 -3.4810E+03 -2.9641E+04
0004912   1.7648E+06 -6.2277E+03 -7.9793E+04
0004913   1.7202E+06  2.2009E+04 -4.5599E+04
0004914   1.7109E+06 -1.7310E+04 -1.8682E+04
0004915   1.7055E+06 -2.6109E+04 -7.7427E+04
0004916   1.7653E+06  9.1646E+04  8.5941E+03
0004917   1.7220E+06 -1.2316E+05 -4.3206E+04
0004918   1.6921E+06 -4.2429E+04 -1.1569E+03
0004919   1.7500E+06  2.2931E+04  1.8273E+03
0004920   1.7538E+06  6.8103E+04 -1.3934E+04
0004921   1.7583E+06 -2.3596E+04 -1.0270E+05
0004922   1.7412E+06 -1.8205E+04 -2.9087E+04
0004923   1.7145E+06  3.3124E+04  3.0370E+04
0004924   1.7406E+06 -7.0560E+03  4.1433E+04
0004925   1.7145E+06  5.2185E+04 -6.4984E+04
0004926   1.7448E+06  4.1592E+04  8.0771E+04
0004927   1.7111E+06  9.5717E+03 -3.8460E+04
0004928   1.7656E+06  1.4867E+04  1.3736E+04
0004929   1.7324E+06  3.2684E+04  4.6653E+04
0004930   1.7140E+06 -7.4095E+04 -7.0655E+03
0004931   1.7750E+06 -3.9850E+04 -6.2406E+04
0004932   1.7241E+06  8.4392E+04 -7.6899E+03
0004933   1.7558E+06 -7.8979E+04  1.8689E+04
0004934   1.7567E+06  2.1179E+03 -3.9546E+04
0004935   1.7535E+06  5.0562E+04 -4.8200E+04
0004936   1.7258E+06  1.4080E+04  3.8456E+04
0004937   1.7385E+06  1.4706E+05  7.4740E+03
0004938   1.7477E+06 -4.6743E+04 -4.4385E+04
0004939   1.7540E+06  8.0695E+04  1.8052E+04
0004940   1.7362E+06 -2.2978E+04 -3.6513E+04
0004941   1.7725E+06 -1.1448E+04  4.5240E+04
0004942   1.7962E+06 -4.4104E+04  6.5278E+04
0004943   1.7071E+06 -1.5698E+05 -5.7465E+04
0004944   1.7574E+06  2.4015E+04  4.1231E+04
0004945   1.7271E+06  8.5969E+03  2.8038E+04
0004946   1.7875E+06  2.0960E+04  8.4956E+04
0004947   1.7773E+06 -3.4794E+04  8.6008E+04
0004948   1.7328E+06  6.9126E+04  2.9956E+04
0004949   1.7553E+06 -4.0281E+04 -4.5633E+03
0004950   1.7256E+06  6.1483E+04  4.7551E+03
0004951   1.6729E+06  1.7695E+04  6.9797E+04
0004952   1.7252E+06  2.9582E+04  5.8968E+04
0004953   1.7674E+06 -3.0209E+04 -4.3058E+04
0004954   1.7462E+06  2.7361E+04  7.4353E+04
0004955   1.7669E+06 -2.5868E+04 -9.4092E+02
0004956   1.7106E+06  9.3494E+04  7.2834E+03
0004957   1.6965E+06 -2.5099E+04 -6.8080E+04
0004958   1.7521E+06 -1.9114E+05  3.0311E+03
0004959   1.6947E+06 -5.8297E+04  1.6992E+04
0004960   1.6813E+06  3.8774E+04  2.5415E+04
0004961   1.7429E+06  1.0202E+04 -8.0821E+04
0004962   1.7651E+06  2.2168E+03 -6.7117E+04
0004963   1.6704E+06 -5.2555E+03  4.6961E+04
0004964   1.6957E+06  7.1092E+04  1.2225E+05
0004965   1.6795E+06  1.2142E+04  8.8938E+04
0004966   1.7581E+06  1.4761E+04  3.4582E+04
0004967   1.7829E+06 -6.6984E+04 -1.0936E+05
0004968   1.7367E+06  4.1065E+03  1.5049E+04
0004969   1.6817E+06 -5.4107E+04  4.9239E+04
0004970   1.7856E+06  9.9927E+03  4.6366E+04
0004971   1.7479E+06  1.0923E+05  1.0898E+05
0004972   1.7004E+06  3.5758E+04  4.0014E+03
0004973   1.6140E+06 -2.6294E+05 -4.7609E+05
0004974   1.6683E+06 -6.2778E+04  1.3591E+04
0004975   1.7056E+06 -2.3394E+04  3.0842E+04
0004976   1.6968E+06 -1.1325E+04  2.5556E+04
0004977   1.7369E+06 -8.1666E+04  3.9645E+04
0004978   1.7440E+06 -1.6251E+04  3.2392E+04
0004979   1.7753E+06 -2.4058E+04 -5.4372E+03
0004980   1.7042E+06 -6.2516E+03 -3.3154E+04
0004981   1.7770E+06  2.9746E+04  8.1283E+03
0004982   1.7824E+06  9.1660E+03 -5.0862E+04
0004983   1.7976E+06  2.8581E+04 -4.1019E+04
0004984   1.7321E+06 -7.7611E+04 -2.3553E+02
0004985   1.6972E+06 -6.7787E+04 -1.3109E+04
0004986   1.7591E+06 -1.3211E+05  1.0308E+05
0004987   1.7029E+06  1.5277E+03  6.1753E+04
0004988   1.7359E+06 -1.4098E+05 -1.4873E+04
0004989   1.7389E+06 -8.1910E+04  1.0803E+05
0004990   1.7098E+06  2.2045E+04 -1.6413E+04
0004991   1.7334E+06 -6.8250E+04  5.3282E+04
0004992   1.7329E+06 -2.2845E+04  5.4990E+04
0004993   1.7474E+06  4.2090E+04  1.2063E+04
0004994   1.7322E+06 -9.8840E+03 -6.8430E+04
0004995   1.6722E+06 -2.8054E+04  5.6836E+04
0004996   1.7201E+06  3.4831E+03  4.3237E+03
0004997   1.7633E+06  1.1212E+04  8.1364E+04
0004998   1.7247E+06  6.3576E+04 -4.9308E+03
0004999   1.8248E+06  7.2807E+04  1.8202E+04
0005000   1.7361E+06  1.7747E+04 -3.5275E+04
0005001   1.7434E+06 -2.4728E+04 -1.4039E+04
0005002   1.7435E+06 -4.0551E+04 -2.1626E+04
0005003   1.7159E+06 -2.3675E+04 -4.6684E+04
0005004   1.7647E+06  1.0545E+05  3.2629E+04
0005005   1.7070E+06  4.3976E+04 -1.2539E+05
0005006   1.7317E+06 -1.4053E+05  3.3492E+04
0005007   1.7284E+06 -9.8814E+03 -2.8090E+04
0005008   1.6663E+06 -1.8641E+03  5.9590E+04
0005009   1.7331E+06 -3.2712E+04  1.0065E+05
0005010   1.7625E+06 -2.4516E+04  2.2667E+04
0005011   1.7378E+06 -5.5285E+04  5.0953E+04
0005012   1.7213E+06  5.1255E+04 -3.6393E+04
0005013   1.7469E+06  7.3371E+04 -6.9668E+03
0005014   1.7239E+06  8.9335E+03  2.5727E+04
0005015   1.7950E+06 -4.5270E+04 -5.5686E+03
0005016   1.7131E+06  2.5422E+03 -6.8290E+04
0005017   1.7427E+06  2.0650E+04 -3.2006E+04
0005018   1.7387E+06  2.5420E+04  4.6674E+04
0005019   1.7094E+06 -3.3237E+04  5.6882E+04
0005020   1.7881E+06  5.4936E+04  1.6367E+04
0005021   1.7165E+06 -1.2977E+04 -3.9199E+04
0005022   1.7619E+06  6.1745E+04  1.9404E+04
0005023   1.7139E+06 -2.2355E+04 -1.6788E+05
0005024   1.7827E+06 -4.4671E+04 -2.7876E+04
0005025   1.7750E+06 -5.6686E+03 -4.8769E+03
0005026   1.7292E+06 -4.5193E+04  6.2253E+04
0005027   1.7003E+06  4.3334E+03 -7.4667E+04
0005028   1.7106E+06 -4.2826E+04  6.2549E+03
0005029   1.7761E+06 -4.8959E+04  1.5118E+04
0005030   1.7380E+06  7.4346E+04 -5.2080E+04
0005031   1.7016E+06  1.0275E+05  9.7581E+03
0005032   1.7136E+06  3.7847E+04 -2.8730E+04
0005033   1.7432E+06  1.0576E+05 -1.8014E+05
0005034   1.7391E+06 -5.6384E+04  3.7239E+04
0005035   1.7341E+06 -2.5078E+03  1.0708E+05
0005036   1.7302E+06 -6.4075E+04  5.1463E+04
0005037   1.7619E+06  1.1973E+05  1.3680E+04
0005038   1.7075E+06 -5.7570E+04  2.4506E+04
0005039   1.7596E+06  1.0929E+05 -1.5043E+05
0005040   1.7669E+06  6.4082E+04 -2.7773E+04
0005041   1.7341E+06 -8.1854E+04 -4.1995E+03
0005042   1.7150E+06  2.5325E+04 -1.1191E+05
0005043   1.6805E+06  6.7057E+04  1.0665E+05
0005044   1.7753E+06  5.4119E+04  7.7593E+04
0005045   1.7179E+06 -4.6342E+04  6.2021E+04
0005046   1.7027E+06 -6.8374E+04  6.2322E+04
0005047   1.7736E+06  3.8456E+04  8.7808E+04
0005048   1.7102E+06  9.9225E+03  1.0222E+05
0005049   1.7188E+06 -5.4630E+04 -3.7844E+04
0005050   1.6655E+06  5.6745E+04  6.3307E+04
0005051   1.7251E+06 -1.9367E+04 -7.2166E+02
0005052   1.7483E+06 -6.3489E+04  1.1359E+05
0005053   1.7704E+06  1.0602E+05  4.5406E+04
0005054   1.7601E+06 -3.4610E+03 -8.0433E+04
0005055   1.7791E+06  6.3047E+04 -6.7257E+04
0005056   1.7264E+06 -4.9920E+04 -4.5702E+04
0005057   1.7559E+06  2.6299E+04  7.0436E+04
0005058   1.7516E+06  1.7108E+04 -1.5084E+04
0005059   1.7547E+06  8.1394E+03  8.7909E+03
0005060   1.7603E+06  7.9150E+04  6.8092E+04
0005061   1.7432E+06  2.4935E+04 -3.3293E+04
0005062   1.7208E+06 -3.4567E+02  3.1973E+04
0005063   1.7666E+06 -1.3026E+04 -3.8477E+04
0005064   1.7092E+06 -2.2014E+04 -5.4664E+04
0005065   1.7637E+06  5.7346E+03 -9.7484E+04
0005066   1.7278E+06  3.2056E+04  9.0101E+04
0005067   1.7283E+06 -7.6675E+03 -5.9510E+03
0005068   1.7300E+06 -2.4741E+04  6.9008E+04
0005069   1.7837E+06 -3.8875E+04 -2.0669E+04
0005070   1.6178E+06  5.4809E+05  2.5278E+05
0005071   1.7637E+06  5.7112E+04  5.0311E+04
0005072   1.7734E+06  2.4704E+04  1.4362E+05
0005073   1.7625E+06 -2.6199E+04 -8.9105E+04
0005074   1.7379E+06  9.1343E+04  5.7246E+04
0005075   1.7541E+06 -4.3495E+04  6.8964E+04
0005076   1.7304E+06 -1.4360E+04  6.9909E+04
0005077   1.7444E+06  5.1229E+04  4.6186E+04
0005078   1.7388E+06  1.7958E+04  2.6480E+04
0005079   1.7574E+06 -8.4876E+04  5.8332E+04
0005080   1.4663E+06  3.5336E+03  6.1487E+05
0005081   1.7758E+06 -5.7807E+03 -6.2151E+04
0005082   1.7238E+06  4.1134E+04 -3.0094E+04
0005083   1.6789E+06 -1.6646E+04 -4.0352E+04
0005084   1.7695E+06  3.4606E+03  6.1823E+04
0005085   1.7614E+06  1.0335E+05  1.6811E+04
0005086   1.7176E+06 -1.0241E+04  3.4609E+03
0005087   1.6134E+06 -3.2976E+05 -3.7842E+05
0005088   1.7064E+06  4.0961E+04  9.0897E+03
0005089   1.7313E+06  1.8925E+04  7.1864E+03
0005090   1.6792E+06  1.1682E+04  9.7881E+03
0005091   1.7356E+06 -1.0253E+04 -6.2012E+04
0005092   1.7104E+06 -4.8419E+04 -7.0827E+04
0005093   1.7489E+06  2.5507E+04  7.8008E+04
0005094   1.7179E+06 -1.5807E+04  8.0471E+04
0005095   1.7379E+06 -4.1907E+04  6.0949E+04
0005096   1.7194E+06  5.8620E+03 -9.7850E+04
0005097   1.7213E+06  1.2727E+05 -5.6309E+04
0005098   1.7841E+06  8.9462E+03  1.6727E+04
0005099   1.7476E+06  1.6978E+04 -8.7847E+04
0005100   1.7292E+06  3.9417E+04  6.7825E+04
0005101   1.7260E+06 -3.5205E+04 -3.5852E+02
0005102   1.7356E+06  6.0705E+04  2.6403E+04
0005103   1.7266E+06 -1.1901E+05 -5.4989E+03
0005104   1.7608E+06 -1.7137E+04 -1.1860E+05
0005105   1.7273E+06 -1.1235E+05 -4.8065E+04
0005106   1.7236E+06  9.7612E+03  5.0642E+04
0005107   1.7559E+06 -1.7120E+04  9.3810E+04
0005108   1.6771E+06 -1.7856E+05  8.5601E+03
0005109   1.7845E+06 -6.0412E+04 -2.5059E+03
0005110   1.7476E+06  3.9699E+04  1.8215E+05
0005111   1.7629E+06  7.2352E+03  8.9266E+04
0005112   1.7403E+06 -2.8696E+04  4.8099E+04
0005113   1.7130E+06  1.7808E+04 -3.8936E+04
0005114   1.7333E+06 -1.2642E+04 -6.6205E+04
0005115   1.7812E+06  1.5011E+04  6.7340E+03
0005116   1.7396E+06  2.1147E+04  1.4439E+04
0005117   1.7586E+06 -5.1437E+04  8.5761E+04
0005118   1.7389E+06  4.9774E+04  8.6661E+03
0005119   1.7130E+06 -6.5674E+04 -1.3409E+04
0005120   1.7332E+06  3.4391E+04 -1.2516E+05
0005121   1.6902E+06  1.8854E+05 -8.4363E+04
0005122   1.7010E+06  1.0161E+05 -8.8442E+03
0005123   1.7218E+06  1.8787E+04 -3.3990E+04
0005124   1.7471E+06  2.1591E+04 -4.3926E+04
0005125   1.6880E+06 -6.1754E+04 -7.5479E+04
