============================== SRIM-2008.04 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 4267367.E-02 keV
0002680   7.0625E+06 -6.1764E+04 -2.0271E+05
0002681   7.0210E+06 -2.3504E+05  1.0415E+03
0002682   6.9135E+06 -1.6203E+05  6.3041E+04
0002683   7.0181E+06  1.6007E+05 -2.4374E+05
0002684   7.0040E+06 -1.2302E+05 -7.8410E+03
0002685   7.0222E+06 -1.0794E+05  1.2796E+05
0002686   7.0046E+06 -1.8345E+05  1.2828E+05
0002687   6.6903E+06  1.1906E+06 -7.8920E+04
0002688   7.0519E+06  1.6681E+05 -2.0228E+04
0002689   7.0411E+06  2.1091E+04  9.9833E+03
0002690   6.8904E+06 -2.2088E+04 -9.8933E+04
0002691   6.9676E+06 -1.1798E+05  8.7037E+03
0002692   7.1178E+06 -4.1557E+03  1.7679E+05
0002693   7.0487E+06 -1.9733E+05  7.1650E+04
0002694   7.0337E+06 -9.3546E+04  1.7721E+04
0002695   7.0565E+06 -1.3253E+05 -1.8403E+05
0002696   7.0516E+06  2.8899E+04 -9.4405E+04
0002697   6.9493E+06  6.3758E+03 -6.7206E+04
0002698   7.0581E+06  3.5442E+04  1.6665E+05
0002699   7.0518E+06 -2.8352E+04  1.0613E+05
0002700   6.9825E+06 -1.1832E+05 -7.8620E+04
0002701   7.0589E+06 -4.8854E+04 -1.1318E+05
0002702   6.9962E+06 -1.2113E+05 -1.1664E+04
0002703   7.0289E+06 -1.7412E+05  1.1451E+05
0002704   7.0510E+06  8.8108E+04 -3.0650E+03
0002705   6.9258E+06 -3.7129E+04 -1.8628E+05
0002706   7.0219E+06 -6.8469E+04  1.6280E+04
0002707   7.0227E+06  2.5457E+04  1.1798E+05
0002708   7.0021E+06  3.3785E+04  1.2617E+05
0002709   7.0462E+06  8.9994E+02 -3.6984E+04
0002710   7.0569E+06  2.4710E+04  1.4728E+05
0002711   6.9926E+06  2.6083E+05 -1.1402E+05
0002712   6.9171E+06  1.6446E+05 -4.9580E+04
0002713   6.9671E+06  7.3831E+04  9.6176E+04
0002714   6.9961E+06  1.3384E+05  4.6114E+04
0002715   6.9676E+06  1.7974E+05  7.5122E+04
0002716   6.9711E+06 -7.9814E+04  3.2254E+04
0002717   7.0992E+06 -1.2090E+05 -6.2753E+03
0002718   7.0256E+06 -1.5694E+05  1.3974E+05
0002719   6.9913E+06  1.8596E+04  1.0889E+05
0002720   6.9925E+06  2.6226E+04 -4.7879E+04
0002721   7.0631E+06 -4.9921E+04 -6.7685E+03
0002722   7.0367E+06  1.1205E+05  8.4950E+04
0002723   7.0663E+06 -2.3834E+04 -1.4208E+05
0002724   7.0592E+06 -1.3993E+04 -2.4583E+04
0002725   6.9607E+06 -3.3909E+04  1.7580E+05
0002726   7.0037E+06  1.2467E+04  1.2345E+05
0002727   6.9967E+06  9.6679E+04  2.1823E+04
0002728   7.0109E+06  6.9874E+04 -1.2604E+05
0002729   7.1292E+06  7.1801E+04  9.3182E+04
0002730   7.0236E+06  7.9607E+04  4.3802E+04
0002731   7.0112E+06  1.0047E+05 -1.2559E+05
0002732   7.0270E+06 -7.8790E+04  3.1600E+03
0002733   6.9728E+06  1.8425E+04  4.8684E+04
0002734   7.0041E+06  1.5624E+05  4.2732E+04
0002735   7.0627E+06 -7.0512E+04  3.9165E+04
0002736   7.0029E+06 -3.5072E+05  2.3048E+04
0002737   6.9397E+06  1.4964E+02  1.7076E+05
0002738   7.0595E+06 -2.4971E+04 -1.1787E+05
0002739   7.0632E+06  9.8020E+04  1.0269E+05
0002740   7.0650E+06 -2.2716E+04 -1.0650E+04
0002741   6.9284E+06 -8.5232E+04 -4.2152E+04
0002742   6.9468E+06 -1.6906E+05 -1.6547E+05
0002743   6.8495E+06 -1.5177E+05  4.0637E+05
0002744   7.0365E+06 -3.8314E+04  2.9495E+05
0002745   7.1014E+06  1.2512E+05  9.6899E+04
0002746   6.9790E+06 -4.3587E+04 -2.6641E+05
0002747   7.0248E+06  3.7570E+04  1.0313E+04
0002748   7.0674E+06 -8.0538E+04 -1.5810E+05
0002749   6.9727E+06 -4.7473E+04 -9.8064E+03
0002750   6.9894E+06  8.4151E+04  2.0933E+04
0002751   6.9691E+06  9.8670E+04  1.4568E+04
0002752   7.1094E+06  6.9207E+04 -2.9831E+04
0002753   7.1122E+06 -9.9695E+04 -5.0123E+04
0002754   6.9866E+06  1.2402E+05 -1.8293E+04
0002755   6.9506E+06 -5.4748E+04 -6.7300E+03
0002756   7.0136E+06  5.0696E+04  1.6261E+04
0002757   7.0516E+06  7.1824E+04  2.5656E+03
0002758   7.0354E+06 -1.1911E+05  9.2197E+04
0002759   7.0916E+06 -1.2366E+05 -9.7516E+04
0002760   6.9113E+06  1.5193E+05  7.1290E+04
0002761   6.9730E+06  3.7276E+04 -6.7058E+04
0002762   7.0058E+06 -5.7024E+04  8.3800E+04
0002763   7.0133E+06  1.2048E+05 -3.3669E+04
0002764   7.0196E+06 -1.0778E+05  1.3236E+05
0002765   7.0287E+06 -2.1827E+05  9.6572E+04
0002766   6.9718E+06 -1.0288E+05 -1.7075E+05
0002767   6.9786E+06 -1.7822E+05  2.6393E+04
0002768   6.9870E+06 -6.3746E+04  1.9985E+03
0002769   6.9607E+06  1.0976E+05  1.1085E+05
0002770   6.9787E+06  1.1221E+05 -4.4327E+04
0002771   7.0742E+06 -1.3845E+05  8.8836E+04
0002772   7.0585E+06  7.3510E+04  9.7781E+04
0002773   7.0253E+06  4.7655E+04  2.1166E+05
0002774   6.9602E+06 -1.9927E+04  1.0709E+05
0002775   6.9611E+06  1.3450E+05  3.5866E+04
0002776   7.0651E+06 -7.4128E+03  4.3437E+03
0002777   7.0287E+06 -3.3191E+04 -1.0698E+05
0002778   7.0412E+06  4.0164E+04 -1.7813E+05
0002779   7.1481E+06  5.6885E+04 -9.7766E+04
0002780   6.9456E+06 -1.4792E+05 -2.7256E+05
0002781   7.0498E+06 -3.7554E+04 -1.6050E+04
0002782   7.0540E+06  2.0311E+05 -8.0999E+04
0002783   7.0064E+06  1.7559E+05 -1.8500E+05
0002784   6.9610E+06  2.3361E+04  1.1561E+05
0002785   7.0023E+06  3.2169E+04 -2.9371E+04
0002786   7.0136E+06  7.4989E+04 -5.0300E+04
0002787   7.0038E+06  1.8328E+05  4.8361E+05
0002788   6.9871E+06  3.7117E+04  2.6711E+05
0002789   7.1353E+06  5.6909E+04 -5.6347E+04
0002790   6.9829E+06  1.2213E+05 -1.4101E+05
0002791   6.9470E+06 -6.3722E+04  7.7909E+03
0002792   7.0513E+06  6.3271E+04 -5.4008E+04
0002793   6.9435E+06  1.4127E+05 -5.5708E+04
0002794   7.0609E+06 -4.3918E+05 -3.2079E+04
0002795   7.0259E+06  1.1226E+05 -1.5624E+05
0002796   6.9518E+06 -2.3424E+05  4.8632E+04
0002797   6.9927E+06  4.0777E+04 -2.3791E+04
0002798   6.9538E+06 -2.3173E+05  7.4452E+04
0002799   6.9540E+06  1.0406E+05 -8.0188E+04
0002800   7.0119E+06  2.2741E+04 -4.4891E+04
0002801   7.0472E+06 -1.9327E+05 -1.0381E+04
0002802   6.9324E+06 -1.1667E+05  3.3621E+04
0002803   6.9521E+06 -4.3915E+04  2.0735E+04
0002804   6.9258E+06 -3.1175E+04 -8.2619E+04
0002805   7.0118E+06  7.8709E+04 -2.2987E+04
0002806   6.9950E+06 -4.5635E+04  4.3252E+04
0002807   7.0267E+06 -6.9638E+04  2.1580E+05
0002808   7.1000E+06  1.3008E+05  2.6065E+05
0002809   7.0232E+06  1.9404E+05 -3.5605E+04
0002810   7.0499E+06  2.3044E+05  1.5453E+05
0002811   7.0399E+06 -6.3952E+04 -1.0016E+05
0002812   7.0110E+06  4.3604E+03 -1.8184E+05
0002813   7.0413E+06 -5.0747E+03  6.4483E+04
0002814   7.0104E+06 -1.1644E+05 -3.2205E+05
0002815   7.0343E+06 -4.0230E+04 -1.1818E+05
0002816   7.0225E+06  2.2449E+04  1.5451E+05
0002817   7.0130E+06 -2.8781E+04  5.9334E+04
0002818   6.9922E+06 -3.1516E+05  1.3625E+05
0002819   6.9478E+06 -5.6393E+04  9.6860E+04
0002820   7.0256E+06 -1.4211E+05 -1.3331E+05
0002821   6.9710E+06 -1.3688E+04  2.7260E+05
0002822   7.0065E+06  1.2525E+05 -1.6070E+05
0002823   7.0572E+06 -4.8540E+04 -3.3470E+04
0002824   6.9965E+06 -2.3288E+05  1.2726E+05
0002825   7.0647E+06 -5.3723E+04  1.5719E+04
0002826   6.9823E+06  6.5342E+04  2.0721E+05
0002827   6.9297E+06 -1.2478E+05  7.7722E+04
0002828   7.0862E+06  3.7237E+03 -1.3157E+05
0002829   6.9884E+06 -1.4329E+05  1.8490E+05
0002830   6.9988E+06 -1.5994E+05  3.2580E+05
0002831   7.0253E+06  5.5900E+04 -1.0185E+05
0002832   6.9328E+06 -6.5269E+04  6.0837E+04
0002833   6.9559E+06 -8.6261E+04 -5.3410E+04
0002834   6.9414E+06 -2.3379E+04  1.3502E+05
0002835   7.0017E+06 -3.0865E+04 -1.8095E+05
0002836   6.9034E+06  1.1870E+05 -7.4773E+04
0002837   7.0395E+06  1.1303E+05 -9.1563E+04
0002838   7.0917E+06  3.2873E+04  8.0648E+04
0002839   7.0191E+06 -1.5422E+05 -2.5877E+04
0002840   7.0554E+06  5.0527E+04 -3.4243E+04
0002841   7.0656E+06 -1.2157E+05  5.7278E+04
0002842   6.9875E+06  4.1332E+04  1.3317E+05
0002843   7.1113E+06 -3.1132E+05 -8.8900E+04
0002844   7.0695E+06  5.2997E+04 -1.8137E+05
0002845   7.0336E+06  1.0991E+05 -3.7888E+04
0002846   6.9826E+06 -3.3558E+04  1.2938E+04
0002847   7.0635E+06 -2.5586E+04 -7.8404E+04
0002848   6.9879E+06  9.7286E+04  2.0395E+04
0002849   7.0014E+06 -1.6395E+05  1.8290E+05
0002850   6.9948E+06 -8.1624E+04  8.3666E+04
0002851   6.9289E+06  9.3165E+04  1.3159E+05
0002852   6.9646E+06  5.2530E+04 -2.5557E+05
0002853   6.9554E+06  1.4564E+05  7.5731E+04
0002854   7.0043E+06  1.9382E+04  1.2845E+05
0002855   6.9728E+06  4.9938E+04  8.6271E+04
0002856   7.0224E+06  3.1510E+04 -1.4508E+05
0002857   7.0390E+06  3.9110E+04 -2.3281E+04
0002858   7.0777E+06  1.6844E+05 -1.8884E+05
0002859   7.0042E+06 -2.2305E+04 -4.9758E+05
0002860   6.9307E+06  6.3261E+05  6.5910E+04
0002861   7.0655E+06 -6.7405E+04 -6.9492E+03
0002862   7.0237E+06 -3.0008E+05  3.2163E+05
0002863   7.0298E+06 -1.0151E+05  8.9623E+03
0002864   6.9930E+06  8.1328E+04  7.3437E+03
0002865   6.9203E+06  1.2218E+04 -1.0487E+05
0002866   7.0085E+06  5.0573E+04  1.8797E+05
0002867   7.0975E+06 -2.6729E+04  1.9878E+04
0002868   7.0653E+06  1.2034E+05  1.4530E+05
0002869   7.0503E+06 -1.3220E+05  8.3041E+02
0002870   7.0716E+06  1.3866E+05 -1.0962E+04
0002871   6.9918E+06  1.6158E+05  8.5717E+04
0002872   6.9958E+06 -1.1955E+05 -2.7368E+05
0002873   6.9952E+06  3.9398E+03 -1.7044E+04
0002874   6.9762E+06 -6.2337E+03  4.6204E+04
0002875   6.9830E+06  2.1831E+04 -1.8726E+05
0002876   7.0563E+06  8.8706E+04 -2.9142E+05
0002877   7.0433E+06  1.3544E+05 -4.5316E+04
0002878   6.9851E+06 -9.2414E+03 -5.1195E+04
0002879   7.0144E+06 -3.3204E+04 -1.2213E+05
0002880   7.0256E+06 -1.4035E+05  1.9566E+04
0002881   7.0022E+06  1.7457E+05  9.4514E+04
0002882   7.0438E+06  9.1138E+04  1.2547E+05
0002883   6.9824E+06 -4.3044E+04 -6.7774E+04
0002884   6.9225E+06 -2.3688E+04  8.0610E+03
0002885   7.0107E+06 -6.6389E+04 -2.1412E+05
0002886   7.0720E+06 -1.9823E+04 -2.8262E+05
0002887   7.1467E+06 -1.2160E+05  1.0547E+05
0002888   7.0100E+06 -1.2150E+05  4.1576E+04
0002889   7.1123E+06 -6.4548E+04 -1.0123E+05
0002890   7.0542E+06  4.9110E+04 -2.7634E+05
0002891   7.0869E+06 -1.4320E+05 -4.7297E+04
0002892   7.1001E+06  4.5605E+04 -2.9826E+04
0002893   6.9347E+06 -2.2944E+04  2.6243E+04
0002894   7.1018E+06  5.1018E+04  5.0157E+04
0002895   6.9611E+06  9.6758E+04  6.9229E+04
0002896   7.0372E+06  1.4424E+05 -1.7963E+05
0002897   7.0290E+06 -3.9396E+04  1.3227E+05
0002898   6.9941E+06 -1.2299E+05 -1.4190E+04
0002899   6.9868E+06  8.6794E+03 -1.2212E+05
0002900   6.9672E+06  1.9889E+05 -9.4921E+04
0002901   7.0020E+06  3.5902E+04  1.9257E+04
0002902   7.0971E+06  5.1022E+04  2.6590E+03
0002903   7.0328E+06 -6.0649E+04  7.1085E+04
0002904   7.0017E+06  1.4311E+05  7.5630E+04
0002905   7.0225E+06  1.1083E+05  1.8871E+05
0002906   6.9063E+06 -8.5783E+04  3.5905E+04
0002907   6.9634E+06  5.5262E+04  3.7255E+04
0002908   6.9676E+06 -1.4131E+05  1.5004E+04
0002909   7.0113E+06 -2.0117E+05  3.6499E+05
0002910   6.9836E+06 -7.5245E+04 -8.2134E+04
0002911   6.9646E+06 -6.2409E+04  1.2667E+05
0002912   7.0121E+06  7.2838E+03  8.7601E+04
0002913   7.0195E+06 -7.4433E+04  2.5419E+04
0002914   7.0340E+06 -8.6659E+04 -1.7692E+03
0002915   6.9812E+06 -3.9497E+05 -2.6477E+05
0002916   7.0455E+06 -2.5543E+05 -1.6446E+05
0002917   7.0063E+06 -4.1706E+04 -3.0945E+05
0002918   7.0194E+06  6.4857E+04 -1.8181E+04
0002919   6.9388E+06 -7.4482E+04  3.4425E+05
0002920   7.0796E+06  9.8852E+03  1.6252E+05
0002921   6.9892E+06 -2.9691E+05  2.1698E+04
0002922   7.0665E+06 -3.7022E+04 -1.6863E+05
0002923   7.0396E+06 -4.8438E+04 -2.9304E+04
0002924   7.1086E+06 -2.4434E+04 -1.0512E+05
0002925   6.9371E+06  7.0516E+04  6.1525E+04
0002926   6.9764E+06  1.1638E+05  1.1998E+05
0002927   7.0092E+06 -7.5749E+04 -7.7732E+04
0002928   6.8993E+06  4.4404E+04  1.1920E+05
0002929   7.0220E+06 -1.3204E+05 -3.7517E+04
0002930   7.0354E+06 -1.1896E+05  1.6387E+05
0002931   7.0407E+06  1.5462E+05  8.4572E+04
0002932   7.0982E+06  2.6008E+05  1.2805E+05
0002933   6.9507E+06  1.7147E+05 -1.2283E+05
0002934   7.0130E+06 -1.9531E+04  8.4934E+04
0002935   6.9773E+06 -2.4778E+04 -1.7932E+05
0002936   6.9719E+06  7.5223E+04  4.4090E+04
0002937   7.0216E+06  6.8501E+04 -1.0530E+05
0002938   7.0066E+06  7.6928E+04  1.8930E+05
0002939   6.5501E+06  1.6581E+06  9.1614E+05
0002940   6.9963E+06 -2.9495E+05 -4.1162E+04
0002941   6.9064E+06  6.0714E+04  1.0388E+05
0002942   7.0018E+06  3.9952E+04 -5.9103E+03
0002943   6.9557E+06 -4.8706E+04 -6.2059E+04
0002944   7.0463E+06 -3.1297E+04 -2.9065E+04
0002945   7.0786E+06 -8.5471E+03  1.0023E+05
0002946   6.9929E+06 -1.2223E+05 -9.6960E+03
0002947   7.1261E+06  1.0086E+05  1.7238E+04
0002948   7.0174E+06 -9.1774E+04  5.8656E+03
0002949   7.0490E+06  2.4183E+04  1.0125E+05
0002950   6.9405E+06  5.2313E+04  1.5145E+05
0002951   7.0064E+06 -2.9662E+04 -1.5421E+05
0002952   7.0249E+06  1.1057E+05 -1.4106E+05
0002953   7.0304E+06 -7.8119E+04  8.4954E+04
0002954   7.0076E+06 -7.3314E+04  1.7956E+05
0002955   7.0665E+06  1.2091E+05 -2.4808E+05
0002956   7.0156E+06  7.6869E+04 -9.0709E+04
0002957   7.0169E+06 -4.0761E+04  1.7498E+05
0002958   7.0575E+06 -1.6142E+05  1.6006E+05
0002959   6.9814E+06 -1.8176E+04  9.8046E+04
0002960   7.0335E+06  1.4409E+05  1.3532E+05
0002961   6.9607E+06 -9.4515E+04 -2.8774E+03
0002962   7.0702E+06 -1.4029E+05 -5.8298E+03
0002963   6.9651E+06  6.3721E+04 -5.8529E+04
0002964   7.1135E+06 -2.0515E+05 -7.6890E+04
0002965   6.9050E+06  1.5215E+04 -3.5655E+05
0002966   7.0324E+06  7.2351E+04 -9.5865E+04
0002967   6.9600E+06 -1.2995E+04  1.2077E+05
0002968   6.9669E+06 -1.5930E+05  1.5911E+04
0002969   7.0322E+06  9.8309E+04 -1.2297E+04
0002970   7.0664E+06 -1.5157E+05 -2.4079E+04
0002971   6.9895E+06 -1.7767E+05 -1.8353E+05
0002972   7.1307E+06 -5.8165E+04  1.2925E+04
0002973   7.0054E+06  1.5856E+04  4.3906E+04
0002974   7.0428E+06  6.9746E+03 -1.4173E+05
0002975   7.0092E+06  7.3303E+04 -7.1079E+04
0002976   7.0107E+06  7.4843E+03 -4.1800E+04
0002977   7.0214E+06 -3.6419E+04 -1.9582E+05
0002978   7.0167E+06  1.1497E+04  2.6637E+04
0002979   7.0300E+06 -1.0547E+05  1.6843E+05
0002980   6.9966E+06  5.4274E+04  9.5804E+03
0002981   7.0099E+06  1.3219E+05 -7.3690E+04
0002982   7.0393E+06  1.4294E+05  9.7516E+04
0002983   7.0471E+06 -1.7230E+05  1.3408E+05
0002984   6.9854E+06  1.0554E+05 -7.1995E+04
0002985   6.9714E+06  7.6390E+04  8.7351E+04
0002986   7.0261E+06 -2.4010E+05 -1.0859E+05
0002987   7.0307E+06 -8.1402E+04 -3.3869E+04
0002988   6.9933E+06 -4.2210E+04 -9.5826E+04
0002989   6.9890E+06  7.6230E+04 -2.3307E+05
0002990   6.9428E+06 -1.1890E+05 -1.8814E+05
0002991   6.9457E+06 -1.5654E+05 -1.7896E+04
0002992   6.9946E+06 -2.8872E+05  8.4036E+04
0002993   6.9595E+06 -7.6123E+04 -4.7834E+04
0002994   6.9591E+06 -4.2181E+04 -2.5323E+04
0002995   7.0409E+06  5.6327E+04  1.4672E+04
0002996   7.0548E+06 -1.0496E+05 -2.5226E+04
0002997   7.0626E+06  4.1695E+03  4.4954E+03
0002998   6.9449E+06  1.9918E+04 -7.0610E+04
0002999   6.9834E+06 -9.8327E+03 -2.3387E+05
0003000   7.0235E+06  9.8537E+04 -7.2975E+04
0003001   7.0036E+06  1.2991E+05 -3.3713E+05
0003002   7.0663E+06  8.8767E+03 -8.1967E+04
0003003   6.9533E+06 -2.7585E+04  1.5677E+05
0003004   7.0495E+06 -7.5084E+04 -2.1104E+05
0003005   7.0196E+06  4.5232E+04  1.7951E+05
0003006   7.0379E+06 -6.2358E+04  8.6548E+04
0003007   6.9787E+06  1.7304E+05 -7.1576E+04
0003008   7.0483E+06 -2.3837E+05  8.5553E+04
0003009   7.0967E+06 -7.4212E+04  7.6092E+04
0003010   6.9968E+06 -8.5230E+04  2.0351E+05
0003011   7.0225E+06 -1.3219E+05  1.4634E+05
0003012   7.0427E+06 -1.7232E+04  1.0738E+05
0003013   6.8991E+06 -9.1578E+04 -2.5439E+05
0003014   7.0313E+06 -3.8529E+04  1.6664E+04
0003015   7.0618E+06  9.2338E+04  3.9707E+03
0003016   7.0073E+06 -1.2831E+05  4.3451E+04
0003017   7.0572E+06 -1.5479E+05 -1.2510E+05
0003018   6.9937E+06 -2.0916E+04 -3.8565E+04
0003019   7.0415E+06 -1.2158E+05 -5.9145E+03
0003020   6.9960E+06  3.9216E+04  2.3542E+04
0003021   7.0088E+06  5.4971E+04 -1.0535E+05
0003022   6.9876E+06 -1.9390E+05  4.1424E+04
0003023   6.9978E+06  7.7228E+04  8.0506E+04
0003024   6.9891E+06 -2.1742E+04  4.3415E+04
0003025   6.8581E+06 -8.9257E+05 -1.3868E+05
0003026   6.9789E+06  2.5549E+04 -1.4316E+05
0003027   7.0064E+06 -4.9051E+04 -9.1150E+04
0003028   7.0091E+06 -1.8756E+04 -5.1993E+04
0003029   6.9515E+06 -4.9927E+05 -1.1829E+04
0003030   7.0302E+06 -2.2936E+05  3.7122E+03
0003031   6.9643E+06 -1.1018E+04 -7.1362E+04
0003032   6.9728E+06 -5.9001E+04  1.5553E+04
0003033   7.0482E+06 -5.8907E+04 -4.5487E+04
0003034   7.0233E+06  9.5677E+03  1.5307E+05
0003035   6.9629E+06 -8.7708E+04 -2.2478E+04
0003036   6.9544E+06 -1.3602E+05  2.1097E+04
0003037   7.0100E+06  1.6445E+05 -4.8789E+04
0003038   7.1430E+06 -1.0125E+05  3.1265E+04
0003039   6.9853E+06  2.4485E+04  1.0773E+04
0003040   7.0285E+06 -4.9423E+02  1.4148E+04
0003041   6.9414E+06  1.2420E+05  9.6800E+04
0003042   7.0104E+06  9.0399E+04 -1.4763E+04
0003043   7.0372E+06 -4.4780E+04 -5.8446E+04
0003044   6.9941E+06 -1.7447E+05  1.5772E+05
0003045   7.0564E+06  1.0527E+05  1.4654E+05
0003046   7.0235E+06  5.4037E+03 -1.6557E+04
0003047   6.9670E+06 -1.2336E+05  1.9857E+05
0003048   7.0563E+06  1.1494E+05  6.9181E+04
0003049   7.0425E+06  1.3249E+04  7.4726E+04
0003050   7.0587E+06 -1.3669E+05  2.7867E+04
0003051   6.9417E+06 -1.4278E+04  1.4627E+05
0003052   7.0157E+06  2.1606E+04 -6.8178E+03
0003053   7.0028E+06 -6.1458E+04  3.1648E+04
0003054   7.0490E+06  6.1914E+04  1.4728E+05
0003055   7.0653E+06  1.7226E+05  4.8354E+04
0003056   7.0552E+06  3.3941E+04 -2.2475E+04
0003057   7.0662E+06 -1.0638E+05  1.0702E+05
0003058   7.0059E+06 -5.9201E+04 -1.0531E+04
0003059   6.9533E+06 -8.0991E+04 -6.2043E+04
0003060   7.1001E+06 -3.3269E+04  3.5752E+04
0003061   7.1052E+06  1.2406E+05  7.0082E+04
0003062   7.1205E+06  1.0837E+05  7.0983E+04
0003063   7.0364E+06  1.1259E+05 -1.1248E+05
0003064   6.9966E+06  5.4304E+04 -1.0286E+04
0003065   6.9750E+06  8.2878E+02 -7.8643E+04
0003066   7.0224E+06 -3.6310E+04  2.9185E+04
0003067   7.0357E+06 -7.4840E+04 -5.1921E+04
0003068   7.0120E+06 -2.4745E+04 -6.6856E+04
0003069   6.8465E+06  6.0283E+05 -1.8038E+05
0003070   7.0457E+06 -9.9151E+04  7.8391E+04
0003071   7.0562E+06 -6.9444E+03  1.1792E+05
0003072   7.0047E+06 -1.3878E+05  5.7119E+04
0003073   6.9918E+06  1.0950E+05  1.1803E+05
0003074   7.0061E+06  6.3285E+04  1.2555E+05
0003075   7.0790E+06  1.1451E+05  1.7397E+05
0003076   7.0881E+06 -4.3986E+04  5.5909E+04
0003077   7.0383E+06  1.3361E+05  3.8471E+04
0003078   6.9752E+06 -6.1100E+04  4.0073E+04
0003079   7.0773E+06 -4.5056E+04 -2.7418E+04
0003080   7.0135E+06  1.9532E+05  1.1273E+05
0003081   6.9409E+06  1.1000E+05  9.3884E+04
0003082   7.0830E+06 -1.6493E+05  4.1356E+04
0003083   6.9575E+06 -8.4089E+04 -7.8691E+04
0003084   7.0316E+06 -8.9984E+04  3.3822E+04
0003085   7.0340E+06  1.2819E+05 -1.4878E+04
0003086   7.0818E+06 -1.0513E+05 -1.2034E+05
0003087   6.9727E+06 -2.8832E+05  3.3493E+04
0003088   6.9917E+06 -7.5650E+04  2.9001E+04
0003089   7.0507E+06  1.2319E+04 -9.7007E+04
0003090   7.0383E+06 -8.0432E+04 -9.0184E+04
0003091   7.0094E+06 -1.0542E+05 -8.2057E+04
0003092   6.9898E+06 -3.2761E+04  1.9540E+05
0003093   7.0348E+06 -1.2883E+05 -4.0441E+04
0003094   7.0276E+06  4.6846E+04  1.3726E+04
0003095   7.0453E+06 -2.4410E+04 -3.9647E+04
0003096   6.9464E+06  3.7139E+04 -1.6003E+05
0003097   7.1360E+06  1.7464E+05  2.1501E+05
0003098   7.0290E+06  1.5662E+05 -1.5464E+05
0003099   6.9678E+06  8.0296E+04 -3.4756E+04
0003100   7.0146E+06 -4.5336E+04 -2.0577E+04
0003101   6.9928E+06  8.9109E+03 -1.2874E+05
0003102   6.9682E+06  2.0947E+02 -2.5668E+05
0003103   7.0632E+06  2.1320E+05  1.4686E+05
0003104   7.0644E+06 -1.6369E+05  9.4829E+04
0003105   7.0790E+06 -1.8793E+05 -1.1231E+05
0003106   6.9341E+06  5.5640E+04  1.5272E+05
0003107   7.0400E+06 -4.2704E+04  1.7813E+05
0003108   7.0002E+06 -9.1767E+04 -4.7562E+04
0003109   7.0458E+06 -1.0658E+05 -1.1626E+05
0003110   7.0110E+06  3.2616E+04  1.1318E+05
0003111   6.9658E+06  5.1816E+04  9.0832E+04
0003112   7.0296E+06 -2.6866E+05  1.3920E+04
0003113   6.7092E+06  6.4929E+04  1.6600E+06
0003114   7.0372E+06  1.2919E+05 -1.5027E+05
0003115   7.0353E+06  2.1537E+04  1.3545E+05
0003116   7.0756E+06  1.2795E+05  2.7820E+04
0003117   7.0233E+06 -1.0810E+05 -1.1618E+05
0003118   7.0102E+06  4.9538E+04 -1.5051E+05
0003119   6.9400E+06  1.1819E+05  4.1876E+05
0003120   7.0342E+06  1.8656E+05 -1.5879E+04
0003121   7.0585E+06 -5.6039E+04  8.2046E+04
0003122   6.9964E+06  1.3019E+05  3.7948E+04
0003123   7.0399E+06  1.4423E+05  3.6648E+04
0003124   7.0119E+06  3.6601E+04  1.9164E+05
0003125   6.9218E+06  1.2773E+05 -9.5636E+04
0003126   7.0499E+06 -1.4958E+05  1.4776E+05
0003127   6.9880E+06  2.9229E+05  8.8286E+04
0003128   7.1161E+06  3.1061E+04 -8.5959E+04
0003129   6.9706E+06 -2.4143E+05  5.2327E+04
0003130   6.9878E+06  4.8752E+03  2.6929E+05
0003131   7.0668E+06 -1.9336E+04  6.0516E+04
0003132   7.0513E+06 -2.0354E+04 -9.0208E+04
0003133   7.0155E+06 -1.5320E+05 -1.2668E+05
0003134   7.1145E+06  1.5112E+04  3.7346E+04
0003135   7.0143E+06  1.0724E+05 -6.5603E+04
0003136   7.0475E+06  5.9489E+04  7.4640E+04
0003137   7.0131E+06 -3.1351E+03  6.0297E+04
0003138   6.9374E+06  3.2934E+04  1.3613E+04
0003139   6.9870E+06  4.1894E+04 -1.0981E+05
0003140   7.0910E+06 -2.4332E+04  1.0619E+05
0003141   7.0929E+06  2.0456E+04  1.6807E+05
0003142   6.9900E+06 -9.9540E+04  7.6976E+04
0003143   6.9701E+06 -2.4311E+05 -4.1354E+04
0003144   7.0942E+06 -2.1974E+04  1.0199E+05
0003145   6.9934E+06  4.6068E+04  6.2195E+03
0003146   7.0443E+06 -2.4925E+04 -1.4019E+05
0003147   7.0349E+06 -5.6973E+04  2.4180E+04
0003148   7.0623E+06  7.5493E+04 -4.6459E+04
0003149   7.0842E+06 -3.9349E+04 -9.8124E+04
0003150   6.9775E+06 -1.4217E+05  1.1575E+05
0003151   7.0116E+06  1.1134E+04 -5.0311E+04
0003152   6.9715E+06  1.3928E+05 -1.3830E+02
0003153   7.0772E+06  2.8613E+04 -1.3566E+05
0003154   7.0753E+06 -2.7096E+04 -2.7042E+04
0003155   7.0129E+06  9.4896E+04  1.0226E+05
0003156   7.0848E+06  3.1630E+03 -4.4314E+04
0003157   7.0065E+06 -1.2510E+05  2.8780E+04
0003158   6.9994E+06 -9.0876E+04  4.4885E+04
